frame,hip_angle_r,knee_angle_r,foot_strike_angle_r,hip_angle_l,knee_angle_l,foot_strike_angle_l,torso_angle,hip_angle_r_smooth,knee_angle_r_smooth,foot_strike_angle_r_smooth,hip_angle_l_smooth,knee_angle_l_smooth,foot_strike_angle_l_smooth,torso_angle_smooth,stride_phase,hip_symmetry,knee_symmetry
31,175.53627837504823,140.7961244562231,70.80776800044207,139.71407314078257,108.14895929277884,105.36210529513843,1.0272091950849411,164.0507678833012,151.42277159413297,79.28378834040632,156.7149290526424,120.5657010147801,105.15741052587701,2.3951871983873025,30,35.82220523426565,32.64716516344427
32,162.66083362342425,171.2242056247416,55.5144316130226,144.24377510629904,115.38319399452544,77.59877202380723,1.8231406247459916,164.53388765525543,158.16479963921572,81.10621682539971,155.23930670906216,129.21571361906683,91.89258104905602,1.9923726772255153,31,18.417058517125213,55.841011630216144
33,159.16166190379585,172.44039304133358,78.8542801376049,163.62719574952794,139.47737709898624,74.24182239881524,4.25024602991505,166.11415209242043,160.1631012285285,83.69006781767021,156.92949767670044,136.5687433376564,72.55416412435696,1.8372103146877077,32,4.4655338457320966,32.96301594234734
34,159.5652193067201,171.9113941833409,96.62253518845353,164.69449484127506,153.39565909600825,56.910956378682165,2.05055292675666,166.115544236035,163.59124764387076,80.89153660223906,159.66796076172008,144.00940149088257,63.92611847173985,2.2288682020925856,33,5.1292755345549494,18.515735087332644
35,169.3239868554127,153.8798863287974,98.16986855147807,162.9141877558163,155.65646832832743,50.74873345289098,1.0308143826377134,167.32988938304294,157.32161421059982,83.16040190935948,160.31029699308323,151.5259542095726,59.593209532348894,2.3859127428626747,34,6.409799099596398,1.7765819995300376
36,166.46995156294395,148.29830141855032,82.53768440541401,161.5056617550364,168.094882131718,58.47240450186474,1.8298725268558491,167.55438515787273,142.98793879890923,103.52754357284688,160.87284848050854,161.83165558583607,61.572200874065146,2.2828640810107133,35,4.964289807907534,19.796580713167685
37,178.30238117512985,127.31675592470468,91.73963869404167,167.6666846278698,152.50424453703616,73.77510743664516,3.15133663515896,169.83415872566871,127.76884465251791,110.77075940253195,153.3970075736051,166.05633453940948,67.89544123878231,1.8403736399339996,36,10.63569654726004,25.187488612331478
38,174.0270584639796,111.32015478404296,116.25932786903525,139.71407314078257,174.17406834245983,79.95807362946064,2.02939388360935,168.9387358781624,117.77441030332629,110.09122668112855,148.22539336755153,165.87871062613522,73.6740352670943,1.473588379368202,37,34.31298532319704,62.85391355841688
39,163.83627984847152,102.35293319706624,127.49311167970812,140.26499204276124,152.63477973166982,84.86417675516888,0.845722204830635,168.68498719732338,113.48191671559576,104.31553924391181,146.73359037109773,163.61675077953157,84.12210751347178,1.366772414268131,38,23.571287805710284,50.28184653460359
40,161.1959277808322,110.36912998336312,136.62511332484797,139.71407314078257,177.84918113128617,79.52190145747646,0.857492405684122,166.97963873830992,117.02334092089175,95.69891576017733,147.69484367989443,159.28439748398512,86.12543981801515,1.0996235659224245,39,21.48185464004962,67.48005114792305
41,165.57752237097222,127.13343900281264,50.92351042521488,139.71407314078257,156.14275220792754,92.0902712349124,0.7693263368437752,165.07869472248825,125.3792695555214,86.11499269146648,150.19413811538124,158.52261884560664,84.6506026421477,1.0400151017460268,40,25.863449230189644,29.009313205114907
42,160.56161655517806,137.74466496979738,65.1734399630848,174.11423132086742,151.0821486755768,86.96583423468944,1.4473654291451323,163.66672954996278,134.90046965616912,73.38166251341303,154.72270184909897,160.21724376745635,83.7473506659758,1.2682999147611307,41,13.552614765689356,13.33748370577942
43,173.59088367908757,151.83930850263462,50.92351042521488,165.8506741922602,146.656222932269,90.68100339366384,0.7585100994449705,163.47794624495668,146.02951838774777,62.48680573001225,162.55542247059728,156.73559690816725,80.3847526843085,1.7988942661873755,42,7.740209486827382,5.18308557036562
44,162.03579236315608,159.81070105497696,56.78582137752018,167.03521763555668,152.82958034185998,53.58089861015952,2.4564052477024387,165.2739881352895,150.89081383753572,60.17688151719878,168.05341669647913,155.50178268333985,78.67047674651818,2.4448225648972084,43,4.9994252724006,6.9811207131169795
45,161.4928427400016,155.50941918026862,72.43423076293938,167.01611104217528,175.6475035643776,81.36536171716472,4.267756192347711,165.8674021648603,154.75031854613596,67.8657277981653,171.9998236653686,150.79901963357324,79.76460242001129,2.95335141736977,44,5.523268302173676,20.138084384108964
46,168.88199050166324,140.12353519640155,82.5244643888196,171.65933152873282,151.72007965582534,87.3745909360493,3.468756630810942,164.82214648283048,148.94335281727007,85.82421627910607,175.75256198278404,146.99624746578678,77.93252391379932,3.1686970378212305,45,2.777341027069582,11.596544459423797
47,162.55191130267073,152.46184258488816,97.3177052547675,173.33321847212397,134.78825286079697,69.81710807789361,2.8538984370341067,166.46390162027302,141.47045039166647,93.33609879565842,173.01864699940865,151.23032176775877,80.29758513852121,3.2612066042062753,46,10.781307169453243,17.673589724091187
48,171.65375750657358,129.76465852294982,110.05993979968852,176.0688125337028,140.3481655766298,89.36114475779394,3.3847375999516074,167.32116949829967,136.09241357236309,95.38186438656106,169.5160450121709,147.50424851395326,80.44529883593432,3.229632699251833,47,4.4150550271292275,10.583507053679995
49,164.7922969747056,146.10786349286587,109.56357053827809,171.0275414330293,139.67563702536114,85.81142224037173,2.732387168878263,169.39276841340757,135.42541432886995,100.29097335105314,163.7583119861336,139.90416782104455,78.62866147732029,2.870415660775711,48,6.235244458323706,6.432226467504734
50,166.51237561776753,108.33333882354282,97.19737659219544,169.59894671252005,139.5671520395659,67.60687312609976,2.029737725184037,169.02470634497843,139.5355861197687,101.78456629231599,159.31607537074308,135.2073408555467,73.00770215253709,2.5356487387315627,49,3.0865710947525145,31.233813216023094
51,178.829712974394,143.6709964128333,82.97586749074449,139.71407314078257,176.13531665897736,76.31071164305786,2.9945504539411307,167.78865111300814,145.7669012087268,103.62034253381022,157.858857903726,141.0374049021069,67.25955667911525,2.537743387394738,50,39.115639833611425,32.46432024614407
52,167.23528746952866,162.76678080231864,83.03163608876977,139.71407314078257,103.916624867889,51.42988458713764,2.5751504260680247,167.13150969648558,150.78028501256836,99.97055016672161,157.58399752331064,145.71634162969798,62.26460004749241,2.5635428991481906,51,27.521214328746083,58.85015593442964
53,161.77466162042882,166.38081446177037,136.62511332484797,158.53093016871068,135.41627145575626,50.74873345289098,2.830345827710484,166.0054537589263,156.815041756905,99.48486982501144,158.94024701875398,146.47521455638727,56.54282355725845,3.0792935384202904,52,3.2437314517181335,30.96454300601411
54,161.76620232949938,161.40265390197365,102.71984041324836,172.84932180384376,164.5716877381039,70.58792495001323,3.097702225332913,167.21456713126037,155.80709788776576,103.60854453481933,160.05399468348435,149.68314778511123,59.593979654773996,3.8915409124919775,53,11.083119474344386,3.1690338361302395
55,166.334887569944,151.42966046904547,106.51859892498204,175.80680782713875,172.56202230012045,50.74873345289098,3.908723254646239,167.53645961157898,152.01901726876136,110.04490632438561,160.4737494628423,151.85960156917776,64.12768722118633,4.40648206947412,54,9.471920257194768,21.132361831074974
56,168.14290928385512,141.3551360208995,91.2204961227234,159.71813582055273,147.93551610431732,64.90022996837934,4.713276875185165,166.9912636677198,138.0435934971431,119.46861412246733,160.7040414498517,159.4256432863929,64.38695198468767,4.251772549707329,55,8.424773463302387,6.580380083417822
57,172.84471065291038,125.02054735291196,126.63672063266576,154.31462264709273,149.24487341277026,82.16011376187568,6.523993711332499,166.72780324123522,123.6014852110664,121.97937106030633,154.91602316553562,164.98126353516685,75.18601768329096,4.016255251327198,56,18.530088005817646,24.2243260598583
58,172.72550378888718,107.81495270380412,128.13609241784636,139.71407314078257,167.36621648524607,94.48385646892652,3.9410798898339783,167.910918359013,115.23946203559603,115.9119268222494,147.38524910368426,156.16306447644268,83.01461543412725,3.5796203265132114,57,33.01143064810461,59.551263781441946
59,165.52036886560094,103.11007839196252,123.55932505730286,139.71407314078257,159.21083217838284,72.53874601634698,1.3720860285443015,168.77461071143784,113.31864749448178,111.91660382436984,143.13762642475385,148.0035056294984,87.84933595759637,2.795140452234301,58,25.80629572481837,56.10075378642033
60,160.96516423418436,111.83487339016811,121.612125921019,139.71407314078257,167.5727198854211,80.09936731233857,0.3336260731121997,168.32237442960133,117.8977096495288,101.58062953635857,142.07179342724677,143.68760365509405,94.82767107047934,1.8017062173196345,59,21.251091093401783,55.73784649525298
61,161.48323681501336,119.8498919684318,74.54091171688694,143.83004294836906,104.8411071576271,126.93446928593715,1.6882661939367205,168.42233265440274,124.58679707847969,85.82675645395523,146.93865692684048,148.22136459257905,96.77218938175204,0.9794598146464994,0,17.6531938666443,15.008784810804698
62,179.9150532111194,148.17345674969624,56.24472190303244,156.7390366573472,136.64377837227133,92.51282560673036,1.331785674415154,167.86483843969012,134.01013783753638,70.3610731309689,152.87863719818802,151.644009120063,95.10704131651988,0.5730317966176243,1,23.1760165537722,11.529678377424915
63,170.69862688784724,153.43502143865047,51.62805074481378,163.5754634100673,156.21325773525092,90.4023030402572,0.301290798362096,167.4802742769969,143.3056309865118,60.06434821235588,159.77506183417424,151.7990839752108,100.31042285327302,1.12932885327755,2,7.12316347777994,2.778236296600454
64,165.27550053037845,155.06354403952582,57.181640203159226,161.90103978535646,163.85969950087238,97.67968814206056,1.1410343175136164,167.83111041664318,156.79703220528472,55.78429145661724,164.9788084501413,148.97809237752364,101.94385716045454,1.8901744237715774,3,3.3744607450219917,8.796155461346558
65,167.90885789775416,145.4269284758008,54.24124498022928,175.3170761664411,179.53123775878183,92.64736522662596,2.498481830334647,169.34150169456115,157.44645917447212,66.90758318994783,168.69725219796027,148.13946618880357,94.09335432327393,2.467795713599769,4,7.408218268686937,34.104309282981035
66,162.15438647155412,157.58645280545102,92.78641214013544,168.9201837326117,146.37744190770078,89.34194740840725,3.348954336597016,165.30599391904587,156.63358964925848,83.89107019686519,170.77488519382712,149.6732797954473,83.79356074720101,2.6419955888554507,5,6.765797261057571,11.209010897750233
67,163.1861630940197,163.68092484232952,83.56800737313188,168.94713046046482,118.30412531092618,108.90615250347896,3.9617821889125855,162.98205885836828,153.75548273715307,94.86036596708004,171.18103839550017,137.68606094899602,81.01172347922314,2.8116633715476413,6,5.760967366445129,45.376799531403336
68,167.35283499841233,175.77580489311484,109.05157504808837,170.27177384769016,109.20596656890692,50.74873345289098,2.974854776255395,163.626355017857,153.8961450765715,97.25039965020804,170.59364981176464,126.80962226489262,73.68889982096216,2.8122342246969656,7,2.918938849277822,66.56983832420792
69,167.70487634689292,113.5682049356196,136.62511332484797,169.25291297047116,138.353385964459,50.74873345289098,2.161181874809904,162.96481370541247,155.9002152570966,93.61859832979572,169.07742501028625,119.61881872331875,64.46469357280486,2.5101230769875342,8,1.5480366235782412,24.78518102883939
70,146.84109250251822,163.07057275660253,79.04046610544766,170.60155474687704,122.26638260213484,65.57631997974995,1.3088410735810148,161.864193129,158.99701962911212,86.78020230029463,168.4813282088046,121.53591696350907,56.55741412839146,2.2344131612111116,9,23.76046224435882,40.80419015446769
71,174.8880235528949,162.697255844156,59.22288070469225,167.28390107309838,116.50835189142258,62.21831555174136,1.7398946887441706,162.60945231531488,158.99885426634285,76.7726639799442,168.00087037113738,132.67730310575956,54.05099231780568,1.8553468652498708,10,7.60412247979653,46.18890395273341
72,161.29687675832272,166.34559056617272,50.92351042521488,162.00905407240455,138.60162311840477,50.74873345289098,2.1481303296399017,161.79297301845008,160.3041581442484,72.15932658584893,167.35217597333008,142.19631445778612,56.54164117380833,1.9992886518919035,11,0.7121773140818277,27.743967447767943
73,158.09152738639597,165.6485447918226,67.89454238596915,164.0620240827251,153.8298466949554,52.775915649611285,2.757639924153408,163.28960689304932,159.45275682563036,71.31938679173057,162.976182220565,149.95487677416415,61.18164739406674,2.7589526034986456,12,5.970496696329121,11.818698096867195
74,165.25496484848037,157.77693517379925,83.70774357093283,170.81821211414476,174.53043930732468,66.56964531653362,3.245781345814822,166.18260522331394,157.1901954861501,80.7650017436892,159.87647668115378,155.33131268301324,69.01959311497215,3.579387068225331,13,5.563247265664387,16.75350413352544
75,170.05377060776834,144.712007700773,99.87560733915714,152.78199159918745,156.91251340114408,90.21192597521824,2.8933850349729675,169.10246484556245,141.79781483869183,100.62256591262853,155.9187454117498,157.1099139212022,75.01357038003977,3.9741904033832043,14,17.271779008580893,12.200505700371082
76,165.70736144579857,138.477927639209,115.45237562628694,154.89751306282764,144.88887550767862,83.38391449003336,5.653701732600871,167.6780551043833,130.16562359563176,113.40924519466691,153.0015445511117,150.6483257386399,85.35023971718772,3.8500535366741206,15,10.809848382970927,6.410947868469606
77,178.76020014759573,112.6082964332014,136.1513980459358,139.71407314078257,153.89776632607985,70.18615545274058,5.082900441870447,170.2862244055832,122.41546145812953,119.95314582955143,152.9355980581139,141.32537260654806,97.83810165632829,3.551485115897325,16,39.04612700681315,41.289469892878444
78,169.32940762672197,104.18924190604682,133.8954246167537,158.3236923586014,138.41733610136544,128.84083764638336,2.752167233343025,169.92344776545917,118.09655313012257,120.62615914550534,153.79739455606648,134.28677825487665,99.6125404602472,2.8028961997581665,17,11.005715268120582,34.22809419531862
79,164.20923593900116,115.02749408179352,110.2449818352113,152.01100149941362,106.182760716461,92.50058694234193,0.7022085940635759,168.02548749559122,121.07431756807816,117.2178839014096,155.85744573667967,132.12214657847127,97.3242541073802,2.0781097692959603,18,12.198234439587537,8.844733365332516
80,165.18292478301473,129.60420553508422,92.84042510958338,162.66016914456156,122.80424469116552,107.28292722542162,0.8780886825380687,165.76878754833325,128.30601629091876,107.23644301716594,160.75817741231714,142.7698354863517,93.95378853036183,1.6338260485850618,19,2.5227556384531624,6.799960843918697
81,167.34299237279677,148.0624296691047,96.21036332505436,173.2136831354763,154.64847352474243,92.70192821159486,1.450167113927267,164.5223144130457,136.441054783095,96.56161147766083,165.30128973202827,148.2649889805753,86.00939531566893,1.4883206026194642,20,5.870690762679516,6.58604385563774
82,159.04427375774304,146.99169396591907,97.58133157477472,167.8523032095223,163.58290527041328,51.109004938684976,0.6935508575707549,162.7950672663029,147.81954757394334,88.48513088772089,169.47091197762705,150.98272904931315,75.6766698256191,1.7904454763940967,21,8.808029451779248,16.59121130449421
83,163.5243416985933,163.61500342022222,84.79862605285057,167.04789324193416,173.37593477482028,76.72604460461811,2.9566210790800467,163.00381126336723,157.22208191759012,86.16599033779383,170.73594856737628,154.42245825977562,71.01397375431316,2.2880313021397534,22,3.523551543340858,9.760931354598057
84,162.60945262376205,154.92031130961627,72.94934861280734,170.8555473662292,174.01185362878837,71.60400573778152,3.938657574234528,162.791889332477,159.2191732943009,87.45972378339641,171.65509224036984,151.66874618139155,76.2809717448977,2.616956515736584,23,8.246094742467136,19.091542319172106
86,166.33547408753765,152.9807928033844,94.28899070431746,174.04629207343615,112.51271147248512,50.74873345289098,3.658359585319266,164.02188095978764,156.08476558420585,92.30228136183368,169.87703249888665,140.11437644246558,74.13983588206573,2.5648247662254295,25,7.710817985898501,40.46808133089927
87,164.10724665247002,164.1846770536948,100.2798754467345,166.9804245408951,123.13009963177473,90.00464128744477,1.2385186898977187,164.9675392786339,153.44922353949568,95.15841795637891,167.17519524981813,126.58999052211628,76.90325922060588,2.235069604696582,26,2.8731778884250616,41.05457742192007
88,162.10879262852026,156.51672548675904,99.29136157135392,168.7483871784835,118.2738055090202,122.3454440797612,1.13742706042586,165.85967117946853,152.93214768849876,98.07409567841763,165.20731667759256,118.61350998696531,83.22826869324382,1.70380329179232,27,6.639594549963249,38.242919977738836
89,166.5980474085277,135.16247380294703,100.38292934743724,159.0362776738198,106.48614612351771,70.71135887163074,0.938253411584938,165.2380159751948,152.15995918727086,100.91967182309047,163.65615561048406,118.07091279417881,80.68444799036732,0.9443186203564347,28,7.5617697347078945,28.67632767942932
90,172.51597194999624,144.20811112202747,112.23112097324136,160.8522774151835,124.12835814430817,50.74873345289098,0.6044185159195705,165.0382205431817,153.95909049379713,99.63296986574952,161.63418666868435,125.10539320396552,77.71493452750624,0.22489837336102003,29,11.663694534812748,20.07975297771931
91,160.8824107735834,164.6750358517832,91.43474919017564,158.19342100943567,137.76102550495452,78.07425932670711,0.0371047815507287,162.80479665764642,156.9713800721399,94.44835254650619,160.96523358336847,139.29584010427322,70.84533542378836,0.017967110939376113,30,2.6889897641477205,26.91401034682869
92,160.55202066144832,161.5331446834673,89.70846939491244,161.85317891386566,156.30115447569483,78.13489269545823,0.0497740578026334,163.84281591396922,154.61386501839542,96.32300390924524,164.3574083144804,149.9081618215611,57.68382597699616,0.5552064583102341,31,1.3011582524173377,5.231990207772469
93,162.73926336402744,157.50332994524447,87.75676855390729,167.6014785371521,168.14686800840468,50.74873345289098,0.6750891867491517,165.01454603938885,152.9711399960815,91.59381526055164,164.37913332684565,160.50626982425382,58.60985806009498,0.9592690232329427,32,4.8622151731246674,10.643538063160207
94,163.81099624138318,151.8147233424039,86.81199706869319,163.36541457709507,162.6061039490425,50.74873345289098,0.3046709927901156,165.54558281554853,148.3710556625162,90.56200992361559,163.43950741439386,165.87820223531503,68.69894341129445,1.4055553763134647,33,0.4455816642881132,10.791380606638597
95,161.75288539057857,145.50457408010706,102.1401028880054,167.80829858211376,162.9853897334621,56.58186153678899,2.756476673031394,164.5019390622966,136.51744624094135,96.96436128539307,160.81288803820058,160.54670228550077,71.42520604823096,1.6937475842366676,34,6.0554131915351945,17.48081565335505
96,179.51104019161886,112.1677931642554,116.1066139280996,167.52311231891431,163.6630752173118,79.7610856298852,3.5992660549753093,167.37506005204244,127.46121158007978,105.62220051410151,156.58727082363436,147.0828731533966,73.55887473686852,1.8564283045230314,35,11.987927872704546,51.495282053056414
97,166.81949732205018,122.01451360315916,74.64076156249112,139.71407314078257,140.07328288752487,116.99428040997128,1.3724855248031704,167.18474617097877,121.08030355803695,111.19959554686238,154.03385031423593,136.12325889894845,76.58915558400828,1.610930599945931,36,27.105424181267608,18.05876928436571
98,162.63647071792738,113.25894066693516,131.9048380038385,146.46367402371894,118.65541077660912,69.94033088539867,0.9971785733677048,166.6848658512147,122.1715275863576,109.94043670856854,151.6939619805832,128.5752303504945,77.94140498946012,1.0656247715890248,37,16.172796694208444,5.396470109673956
99,158.87615459371412,118.44585369691973,136.62511332484797,152.05071941580692,104.97495057666158,57.74976237565623,0.189638510810799,164.85755138687387,126.1573848208275,108.15053550352121,153.89847317084238,130.67865724015394,75.46681298145887,0.8463712091246941,38,6.825435177907195,13.470903120258143
100,174.74517245961997,147.01758355911468,97.40430556957264,153.14099268324549,114.4182675064506,78.95101861524503,0.3963782278143252,166.75556375537576,134.0922148328951,104.27187808520154,155.9060283216295,135.3022089875411,64.22855766725836,0.7359649834045526,39,21.60417977637448,32.59931605266408
101,157.6256534211817,140.39387082160238,89.66071276103102,170.78847914412208,161.8297784769587,50.74873345289098,0.0365277239661549,165.6701682329354,145.6449049498912,99.73573446909909,160.44923957589302,141.30573014412755,54.77259491030936,1.2251297322232357,40,13.162825722940369,21.435907655356317
102,166.34324332582577,168.85471513005376,75.5259144480239,165.11861436243424,161.26891709760642,50.74873345289098,1.5528925727428506,164.86173470035254,160.41715014033232,96.8258074184069,167.97027329660708,143.62371864568001,56.869774458844525,2.086999214227586,41,1.224628963391524,7.585798032447343
103,164.84395167504573,154.06552432854608,105.40843318080884,178.15512142822706,175.7410372239799,61.84806868396565,4.2727998710225785,162.5552097411943,165.8816738557406,89.82851087520677,174.26740399637202,154.4998503097039,68.09271059862581,2.7274181992310917,42,13.311169753181332,21.675512895433826
104,177.8507162704787,166.2600183746856,98.23225894684356,165.8413605015565,143.9681282647566,50.74873345289098,4.084877138546747,159.85818440365662,161.42835561260696,96.67015881275822,174.76016218295078,155.48801084586515,76.4273540021972,3.1558994759929604,43,12.009355768922205,22.291890109929
