frame,hip_angle_r,knee_angle_r,foot_strike_angle_r,hip_angle_l,knee_angle_l,foot_strike_angle_l,torso_angle
1,166.71846053862996,126.09461003605777,97.27597383570829,163.2561339661936,163.60971017214496,87.27031269204392,3.075681791285505
2,90.75878268294204,167.57475698196703,84.30281304905834,165.18553454141335,138.20207089953573,73.38460126481328,2.5746661548498877
3,92.01863379209924,175.2606398179843,95.90463114107962,165.28173778922775,145.56571252176644,96.3575880482449,2.572632417933366
4,102.75177722835461,174.72648192333648,105.10577444145825,172.4225663625007,164.17849790534095,94.18912751740429,2.4977819804189747
5,116.23830712685749,171.91058744456745,91.47079964453928,178.49056131825452,169.15853304168698,91.05123120146595,2.119184611584602
6,118.26396046620467,169.17690779290237,84.94673488115598,177.88957120876694,171.26407354998733,76.12756835071364,2.128798672449261
7,108.6566201064292,173.16657938042147,103.75446586387393,176.60343465511951,169.44753013692434,91.43626601110658,2.6053037544588857
8,112.56269157242524,175.22114011925413,84.76804323965818,173.71894436970982,169.6603927894587,100.72604904744942,2.7940209896539243
9,149.98946610246634,138.7263356741793,83.28241388311903,170.28835926873498,170.54517645342264,101.28301664664347,2.452553096888301
10,153.33193052147467,128.5754407148328,72.08327138748487,168.9176386676051,164.54188090758686,98.36058609479085,1.1226973745487785
11,143.47004404223938,141.3124216143171,80.68005687293987,168.48152569570715,157.33208732399848,92.35964197305807,0.5536867589841804
12,121.42950719261641,158.43955669473655,83.43340075490227,169.53995300130472,148.67470641079655,91.80589209584858,2.0625725877133565
13,124.09322031531502,162.59203375809463,73.31436570302687,177.76021097284013,131.52475725595323,96.44894044010164,2.585066563721349
14,102.39914210788034,177.70859418702014,109.95165340271066,175.34333900631154,118.62029583605212,90.81141788597832,2.8353005160545424
15,111.48528416488303,176.5872570230122,96.04525540126542,174.67681708195136,128.36087994648852,105.59903420867353,3.1749967171090017
16,92.00056238427271,179.4652619990562,97.20760011698847,177.89631065988135,154.2329224312675,63.493049641784516,3.23162153485727
17,97.48211300053276,178.12425201923028,100.17227001269929,178.24145238777933,157.60769529002675,90.62944248922776,3.663409330528855
18,173.37575493290015,134.7985997108733,93.10444439077415,150.59494939934785,152.69596295311229,93.09913430980038,4.558243519290641
19,166.86754919825813,174.60327372705487,108.61223622450711,147.65238369186264,153.56138275157858,70.07370195477505,3.5975235824859535
20,165.10536459108536,179.10356537764252,93.64593487601562,153.7163773225741,161.59427258721806,81.32017877199937,3.637874959852061
21,162.27107390211896,175.56474968940648,93.79773238827126,149.51595124632328,175.12344654954046,78.02021020416593,3.2129532836262027
22,158.7362228775733,174.84040146406284,95.21639316414449,149.03351491191913,176.1703231571308,80.33133790018464,3.153010697709551
23,161.61632106024376,173.3902747363742,106.5049332788946,147.95386817851113,152.3615656835899,95.84233164166001,3.1415232259534833
24,162.65013988701727,164.4949982243712,95.77949218418799,142.24111082150705,166.4650165048112,91.86901556633737,3.657989349403582
25,162.02750379558566,161.20516180470048,90.71501760820894,131.00945881493706,166.21959984603484,80.72654210538069,3.9582101481414984
26,165.9077543279867,151.53607322317856,75.1066743638075,140.229927637466,169.78814734906445,88.77295529687161,4.153430081963546
27,170.88606285899516,144.08967114214414,68.64067859997729,138.9750356597844,162.9813049872019,91.99453474412475,3.6299660625900594
28,177.1497402420312,131.03319137284342,173.07308847581444,166.61762666901737,160.46567442688902,102.65503362709333,2.1471554789285445
29,107.07019116223368,149.70119888583406,88.76559113083795,169.33075080900338,151.32612815751676,72.44090896321894,0.9163288327340812
30,87.67095095102042,175.72614844434918,83.87532456031447,168.89483335010783,144.4304185040525,91.46669707784791,0.7344043067766742
31,92.36456589643916,174.81521974348064,90.9699071617588,174.50770692103654,162.53500998222984,93.43101842980563,0.39064694183716253
32,101.32868394104072,160.6748210280642,94.02904490994027,177.6738545151612,165.77612255711992,78.74017880600978,0.2477162581548274
33,113.8401848846123,172.6137615044685,75.60346231813128,177.29636277960475,169.14393464064415,88.8402326740366,0.7653979161706828
34,116.26539110514429,174.34165054979712,68.07434134199966,175.59116639048193,172.29273643157939,96.3644387023067,2.137900376090573
35,119.55863421635381,177.32038803182093,90.2045594641817,170.91925492357612,174.8827019176341,93.49601658395041,2.3272329406488272
36,148.14273421995563,135.87101832915067,84.15604337559608,167.3812355453524,173.99445718977879,94.2985476427438,2.3556655436725102
37,153.0159775661675,143.00667986361827,77.44455140927963,166.48861396982986,167.571372580133,91.60761824962178,1.808435807593707
38,130.17424969115177,157.67642462484034,79.3701643289145,171.58435790006288,157.72828746568132,105.44537303658534,2.0412129777254044
39,114.96448737099206,167.0794789233331,81.92645790786844,172.7709226342655,150.55700715759673,108.47814117995664,1.2164018456345151
40,112.3557524049124,176.30895527812285,87.42342400952288,179.95229332449605,136.7228271094521,102.18265546792931,1.5369630393227451
41,95.4511959779763,165.70041731286088,136.21384175279218,172.52295328390014,123.62624437797878,100.39907085358409,1.5715068941976904
42,96.67468578448974,179.9661687346977,121.41318764105651,167.41595531928644,116.53615341683114,82.89844744185378,1.9748724039067145
43,91.14538443424195,171.47919163786963,130.2958866173368,165.77631440735345,126.00490048154312,102.33267480406622,3.070755120682297
44,82.18595535283983,176.2614303391623,88.9486329600007,166.85755281916593,149.89713162591033,89.41673049966806,4.158021299475373
45,90.24068890888006,179.5544227842465,76.78794488532458,169.2772574769634,155.2152977929236,92.28661650015009,4.529708983897067
46,178.418143291879,177.45050076335247,77.77238804300856,141.57089572531586,146.09866849657155,89.34634287563298,5.20032489509944
47,174.92087735785765,175.36954959058605,91.82279710542372,131.9790247383971,168.7878289387218,86.94949586151041,5.408248912050554
48,174.7926104091973,171.16606998948706,91.06185376361093,132.3741836609854,164.7822976180078,91.6806194861663,5.3878959278847285
49,175.2705078027118,165.2499710890033,86.88530915258116,135.87168416471724,157.95440072586157,97.65099016830725,4.771574411242182
50,174.7309836896519,158.1104576928714,79.76054837549822,127.6728638200765,175.24379362125268,84.42883693255588,3.0863019318182765
51,178.9781674210133,142.93750321791165,81.19403896313321,128.63759395993065,173.10293632715744,85.671850448241,2.942625920186903
52,173.89986100344132,131.87447635258403,96.0350830121772,162.6062042361482,137.68164121465668,32.53685068479152,3.519647100620718
53,172.3007922404987,133.36812283318835,106.58994614373336,162.0188404474385,121.9838000698827,94.23266671219974,3.855619321072223
54,162.21783771595736,123.78036638185587,108.17567548771908,141.24602427997857,174.55139966903639,115.94980564227896,3.5552360980508384
55,91.52447676516417,165.7650368530259,152.13053789963286,175.44437517064566,160.86737590292068,87.32263664463449,4.188681556232023
56,132.47574528455397,111.43497753919812,113.91514208012231,174.06783158937785,161.10853979682946,87.26560917215023,5.2416398615433275
57,143.22016190122432,124.1817803232799,102.48571500161374,179.24280128098576,162.47006625300665,104.85128028026622,4.623001376254683
58,148.39318855837254,134.3798530950995,96.16503874165733,175.93217251226247,166.09281598563598,97.12556507197066,4.119225312484599
59,151.22947323081743,142.71187593183282,98.39399315928279,174.68402789748555,163.83336462584882,88.31472134212129,4.128808173447521
60,153.42578953953367,147.6303918958881,95.37090374025011,176.24434943441676,157.66071547131716,84.50601371637343,4.048220874934519
61,156.07771857329752,148.10748853498703,92.82014260696609,179.90859198187542,148.78575824391697,76.51856106494687,3.987837344117137
62,160.7426323823454,150.8462142804256,96.12055971686458,177.3062589112036,148.65774194298015,104.2518675729154,3.2671517027451844
63,166.85692350206963,153.17848923933002,93.6993417550168,179.07627671839154,131.85462210417776,114.36949795682749,0.8866427042702709
64,169.80604445105232,151.13802114696452,99.8121315977395,160.74636792896985,113.56890621108444,106.8654073434444,0.4713486045820988
65,172.79365675822763,177.30631784720936,37.780525113078575,172.11035415692626,124.88899846980246,105.918122474046,0.6210475376027871
66,179.05662488240745,160.86477825279152,79.88974104382977,148.86479628257607,104.02097968373299,105.32112345660165,1.0452501651429755
67,173.76201403595266,163.9912197799176,95.3498049848152,160.65993283577703,133.57878962165816,89.74364338147193,1.3327521844313064
68,172.19073860775936,166.43419739548924,81.27540139744218,107.76321765493533,161.88012286114196,41.02065201066282,2.458288902667567
69,170.77977155965743,165.79207260644282,80.15226490297626,142.2098950644005,138.7128983120777,95.91167752462187,2.0736351634719092
70,168.71077114615323,162.7631028618459,81.63668037609645,159.63610369243926,160.8032091291473,94.49837628711438,1.2695759435954392
71,168.18222886695563,156.07845767456323,85.608471540118,169.06218565652284,170.1257298353351,100.24025535554682,0.5371346459686754
72,167.63309816008973,149.8564487961199,89.69329308068492,173.41747879698246,169.59938362301205,110.23458423640297,1.7490334755333155
73,174.20125692561697,136.54468850595333,95.1675282719038,149.5449524127337,178.55367613333073,97.19844835664836,1.8986303368075392
74,175.3241905521289,120.25827169061311,96.31270978718585,115.19053161111523,167.9479841141939,75.56044501417568,1.9523226978798385
75,167.7853693561944,113.6092117102481,105.70392050511823,88.40443262106143,146.11744284742636,79.38658174262848,1.8226545607528235
76,98.48705199748164,177.95063798777144,116.86027017416085,175.87188658988504,153.76199320972174,96.87042072886135,0.408188218481071
77,105.34579049304466,152.44201234861768,103.53435106615775,178.95937601156106,161.6302370326676,97.61429886386955,0.5745292122209265
78,148.37585922929688,143.23843079511528,33.33440683052411,178.0315650143403,162.23704432948338,90.18360749031946,1.0163057937928064
79,159.03282387558124,147.75452544260565,88.50557573108418,174.41410062414727,163.4593690431694,90.41582715066441,0.8506690906746911
80,163.28253092364503,157.29984750048126,96.65370910243115,171.8727386240893,163.1924652002952,83.56957703473809,1.0909998087181683
81,165.70975960460902,163.64868556012794,99.78681370781456,170.7167496859145,160.62668541428854,83.68893245725282,1.1940665681896616
82,166.53948146478308,163.65443643367252,84.25470775697534,172.6422838709253,151.86370957295944,80.43352937703398,1.6636338408805005
83,169.95706307165537,167.96035368120417,59.210558412076914,172.3194993237139,144.3687855860075,72.33358864017579,2.9041239166804207
